,tokens,tone,word,word1
10,단독 갓세븐 박진영 폭우 피해 복구 위해 만원 기부 선한 영향력 뉴스 사진 출처 엔터테인먼트 뉴스 진영 박진영,-1,"['단독', '갓', '세븐', '박진영', '폭우', '피해', '복구', '위해', '만', '원', '기부', '선', '한', '영향력', '뉴스', '사진', '출처', '엔터', '테', '인', '먼', '트', '뉴스', '진영', '박진영']","[292, 350, 321, 157, 5, 17, 67, 151, 138, 179, 241, 422, 25, 423, 32, 48, 245, 424, 405, 57, 425, 269, 32, 298, 157]"
11,여기는 그냥 멸망 남부 지방 폭염 주의보 내린 곳도 있다던데 조그만 나라 무슨 날씨 모양,-2,"['여기', '는', '그냥', '멸망', '남부', '지방', '폭염', '주의보', '내린', '곳', '도', '있', '다던데', '조그만', '나라', '무슨', '날씨', '모양']","[153, 2, 359, 987, 121, 76, 27, 243, 931, 988, 21, 4, 2321, 2322, 213, 383, 159, 2323]"
12,엄니 년차 공무원 재난 상황 비상 근무 없었음 여기는 와서 현재 침수 피해 없지만 조금 오거 산불 난다거나 하면 비상 근무 새벽 퇴근 새고 담날,-2,"['엄니', '년차', '공무원', '재난', '상황', '비상', '근무', '없', '었', '음', '여기', '는', '와서', '현재', '침수', '피해', '없', '지만', '조금', '오거', '산불', '난다거나', '하', '면', '비상', '근무', '새벽', '퇴근', '새', '고', '담날']","[1204, 1205, 369, 37, 40, 476, 587, 15, 12, 41, 153, 2, 152, 137, 6, 17, 15, 110, 466, 1206, 23, 1207, 1, 20, 476, 587, 275, 70, 696, 3, 1208]"
13,더보이즈 서울 페스 무대 완료 힙노 타이즈 스릴 라이드 따라 불러주는 더비 덕분 더보이즈 으쓱 으쓱 더비 퇴장 하지 우리 금요일,1,"['더', '보이즈', '서울', '페스', '무대', '완료', '힙', '노', '타이즈', '스릴', '라이드', '따라', '불러', '주', '는', '더비', '덕분', '더보이', '즈', '으쓱', '으쓱', '더', '비', '퇴장', '하', '지', '우리', '금요일']","[226, 580, 22, 249, 325, 498, 581, 356, 633, 634, 635, 346, 458, 19, 2, 636, 45, 588, 499, 326, 326, 226, 211, 637, 1, 14, 84, 638]"
14,남부 지방 가뭄 폭염 시달리는데 퇴근길 피해 없도록 안전 안전 조심 즐퇴 하세요,0,"['남부', '지방', '가뭄', '폭염', '시달리', '는데', '퇴근길', '피해', '없', '도록', '안전', '안전', '조심', '즐', '퇴', '하', '세요']","[121, 76, 145, 27, 303, 13, 288, 17, 15, 259, 106, 106, 83, 364, 283, 1, 43]"
15,오늘 날씨 알려 드리겠습니다 폭우 폭염 폭우 폭염 폭우 폭염 폭우 폭염 이상 입니다,-2,"['오늘', '날씨', '알려', '드리', '겠', '습니다', '폭우', '폭염', '폭우', '폭염', '폭우', '폭염', '폭우', '폭염', '이상', '입니다']","[35, 159, 841, 234, 58, 39, 5, 27, 5, 27, 5, 27, 5, 27, 130, 127]"
16,타팬 참여 가능 추첨 스테이 색안경 아이 앨범 포카 드립니다 이벤트 당첨 되지 않았다고 언괄 하실 경우 블락 됩니다,1,"['타', '팬', '참여', '가능', '추첨', '스테이', '색안경', '아이', '앨범', '포카', '드립니다', '이벤트', '당첨', '되', '지', '않', '았', '다고', '언', '괄', '하', '실', '경우', '블락', '됩니다']","[182, 1415, 54, 387, 228, 1535, 3097, 316, 1360, 360, 124, 128, 1666, 9, 14, 46, 33, 65, 2059, 3098, 1, 568, 1279, 3099, 790]"
17,잇죠 폭염 폭우 장난 아니네요 우리 안전하게 살아있어요,0,"['잇', '죠', '폭염', '폭우', '장난', '아니', '네요', '우리', '안', '전하', '게', '살', '아', '있', '어요']","[1040, 189, 27, 5, 682, 53, 317, 84, 257, 601, 18, 168, 74, 4, 82]"
18,근처 싱크홀 발생 지하방 갑자기 물이 차오르기 시작 했고 옆집 살던 주민 필사 창문 뜯어서 구출 하려 했지만 물이 차서 수가 없었다고,-2,"['근처', '싱크홀', '발생', '지하', '방', '갑자기', '물', '이', '차오르', '기', '시작', '했', '고', '옆집', '살', '던', '주민', '필사', '창문', '뜯', '어서', '구출', '하', '려', '했', '지만', '물', '이', '차', '서', '수', '가', '없', '었', '다고']","[950, 774, 361, 766, 819, 569, 230, 24, 1144, 63, 185, 7, 3, 1145, 168, 16, 344, 967, 1146, 1147, 113, 1148, 1, 913, 7, 110, 230, 24, 231, 52, 199, 29, 15, 12, 65]"
19,이런 사진 받았어요 현재 청주 폭우 아래 내려가고 있나 봐요 무서워요 도로 침수 하고 나서 오는 운전 무서워졌어요,-2,"['이런', '사진', '받', '았', '어요', '현재', '청주', '폭우', '아래', '내려가', '고', '있', '나', '봐요', '무서워요', '도로', '침수', '하', '고', '나', '서', '오', '는', '운전', '무서워', '졌어요']","[176, 48, 47, 33, 82, 137, 253, 5, 146, 246, 3, 4, 28, 304, 365, 136, 6, 1, 3, 28, 52, 104, 2, 318, 366, 367]"
20,자택 실시간 보고 받으며 호우 피해 점검 상황 지켜보면서 어떡해 어떡해 하고 있는 크게 차이,-2,"['자택', '실시간', '보', '고', '받', '으며', '호우', '피해', '점검', '상황', '지켜보', '면서', '어떡', '해', '어떡', '해', '하', '고', '있', '는', '크', '게', '차이']","[472, 220, 31, 3, 47, 348, 59, 17, 310, 40, 593, 98, 406, 26, 406, 26, 1, 3, 4, 2, 490, 18, 666]"
21,어제 폭우 톰보이 빌런 등장,-2,"['어제', '폭우', '톰보이', '빌', '런', '등장']","[92, 5, 989, 990, 282, 327]"
22,지겹게 이어지던 산불 가득하다,-1,"['지겹', '게', '이어지', '던', '산불', '가득', '하', '다']","[1080, 18, 767, 16, 23, 748, 1, 10]"
23,윤석열 울진 산불 재민 찾아 있더라도 헬기 타고 와야죠 다음 뉴스,-2,"['윤석열', '울진', '산불', '재민', '찾', '아', '있', '더라도', '헬기', '타', '고', '와야', '죠', '다음', '뉴스']","[108, 459, 23, 602, 197, 74, 4, 895, 443, 182, 3, 515, 189, 44, 32]"
24,아니 뉴스특보 제보 받은 각종 침수 영상 보여주는게 맞아 이건 재미 아님 침수 지역 지도 표시 해주고 예보 알려주고 침수 황시 어케 해야하는지 대피 요령 챙겨 야하는거나 그런거 반복 해서 알려줘 야하는거 아닌가,-1,"['아니', '뉴스', '특보', '제보', '받', '은', '각종', '침수', '영상', '보여', '주', '는', '게', '맞', '아', '이건', '재미', '아님', '침수', '지역', '지도', '표시', '해', '주', '고', '예보', '알려', '주', '고', '침수', '황시', '어', '케', '해야', '하', '는지', '대피', '요령', '챙겨', '야', '하', '는', '거', '나', '그런', '거', '반복', '해서', '알려줘', '야', '하', '는', '거', '아닌가']","[53, 32, 311, 1081, 47, 8, 667, 6, 467, 1041, 19, 2, 18, 437, 74, 749, 2324, 932, 6, 112, 2325, 3426, 26, 19, 3, 1236, 841, 19, 3, 6, 3427, 11, 2801, 193, 1, 392, 312, 610, 2326, 190, 1, 2, 34, 28, 594, 34, 681, 62, 3428, 190, 1, 2, 34, 820]"
25,아랫 지방 현재상황 서울 물난리 몰랐음 우리나라 오는 몰랐음 가뭄 개오지 저수지 거즘 바닥 보임 매미 소리 하루 종일 들으니까 미치겠음,-2,"['아랫', '지방', '현재', '상황', '서울', '물난리', '몰랐', '음', '우리', '나라', '오', '는', '몰랐', '음', '가뭄', '개오지', '저', '수지', '거', '즘', '바닥', '보임', '매미', '소리', '하루', '종일', '들으니까', '미치', '겠', '음']","[1014, 76, 137, 40, 22, 60, 455, 41, 84, 213, 104, 2, 455, 41, 145, 1173, 775, 857, 34, 1174, 639, 1175, 668, 119, 274, 1176, 1177, 914, 58, 41]"
26,인생 한순간 사람 존재 했던 있긴 해서 다행 주머니 레몬 사탕 만지작댄다 정말 고마워 그리고 웬만하면 잊는게 편할거야,0,"['인생', '한', '순간', '사람', '존재', '했', '던', '있', '긴', '해서', '다행', '주머니', '레몬', '사탕', '만지작', '댄다', '정말', '고마워', '그리고', '웬만', '하', '면', '잊', '는', '게', '편할', '거', '야']","[2060, 25, 1736, 42, 2444, 7, 16, 4, 562, 62, 51, 2445, 2446, 2447, 2448, 1871, 299, 2449, 717, 2450, 1, 20, 2327, 2, 18, 2328, 34, 190]"
27,언제 어디 서나 함께해 주는 덕분 오늘 하루 완벽하게 마무리 늦은 시간 자리 지켜주신 여러분 감사 드리고 모두 안전 귀가 하세요,1,"['언제', '어디', '서나', '함께', '해', '주', '는', '덕분', '오늘', '하루', '완벽', '하', '게', '마무리', '늦', '은', '시간', '자리', '지켜', '주', '신', '여러분', '감사', '드리', '고', '모두', '안전', '귀', '가', '하', '세요']","[521, 544, 640, 514, 26, 19, 2, 45, 35, 274, 641, 1, 18, 494, 407, 8, 117, 603, 570, 19, 97, 156, 96, 234, 3, 111, 106, 388, 29, 1, 43]"
28,주인 화가 업데이트 되었습니다 정식 사이트 봐주시는 모든 감사 드립니다,0,"['주인', '화', '가', '업데이트', '되', '었', '습니다', '정식', '사이트', '봐', '주', '시', '는', '모든', '감사', '드립니다']","[1961, 183, 29, 1178, 9, 12, 39, 1737, 1416, 968, 19, 38, 2, 480, 96, 124]"
29,지난 자정 웹툰 화산 귀환 작가 모션 공개 시간 잘못 기재 되어 정정 하였습니다 혼란 드리게 사과 드립니다 웹툰 화산 귀환 보여주신 기대 감사 드리며 모션 음원,1,"['지난', '자정', '웹툰', '화산', '귀환', '작가', '모션', '공개', '시간', '잘못', '기재', '되', '어', '정정', '하', '였', '습니다', '혼란', '드리', '게', '사과', '드립니다', '웹툰', '화산', '귀환', '보여', '주', '신', '기대', '감사', '드리', '며', '모션', '음원']","[426, 3429, 2451, 1602, 1962, 1015, 2191, 718, 117, 1806, 3100, 9, 11, 3430, 1, 250, 39, 3431, 234, 18, 1082, 124, 2451, 1602, 1962, 1041, 19, 97, 915, 96, 234, 210, 2191, 1417]"
30,이런 사진 받았어요 현재 청주 폭우 아래 내려가고 있나 봐요 무서워요 도로 침수 하고 나서 오는 운전 무서워졌어요,-2,"['이런', '사진', '받', '았', '어요', '현재', '청주', '폭우', '아래', '내려가', '고', '있', '나', '봐요', '무서워요', '도로', '침수', '하', '고', '나', '서', '오', '는', '운전', '무서워', '졌어요']","[176, 48, 47, 33, 82, 137, 253, 5, 146, 246, 3, 4, 28, 304, 365, 136, 6, 1, 3, 28, 52, 104, 2, 318, 366, 367]"
31,다행,0,['다행'],[51]
32,현장 노동자 모두 열차 운행 생각 했을 당연히 해야 하는 생각 했죠 사람 쏟아지는 폭우 뚫고 출근 하는데 무섭더라고요,-2,"['현장', '노동자', '모두', '열차', '운행', '생각', '했', '을', '당연히', '해야', '하', '는', '생각', '했', '죠', '사람', '쏟아지', '는', '폭우', '뚫', '고', '출근', '하', '는', '데', '무섭', '더라고요']","[107, 217, 111, 427, 384, 49, 7, 55, 389, 193, 1, 2, 49, 7, 189, 42, 351, 2, 5, 419, 3, 129, 1, 2, 148, 428, 381]"
33,남부 지방 가뭄 폭염 시달리는데 퇴근길 피해 없도록 안전 안전 조심 즐퇴 하세요,0,"['남부', '지방', '가뭄', '폭염', '시달리', '는데', '퇴근길', '피해', '없', '도록', '안전', '안전', '조심', '즐', '퇴', '하', '세요']","[121, 76, 145, 27, 303, 13, 288, 17, 15, 259, 106, 106, 83, 364, 283, 1, 43]"
34,진짜 맞는거 침수 피해 났어 서울 잠겼어 대통령 새끼 재택근무 하는데 나머지 노동자 밤새 지하철 치우고 출근 심지어 시발 지하철 다시 운행 가능하게 했어,-3,"['진짜', '맞', '는', '거', '침수', '피해', '났', '어', '서울', '잠겼', '어', '대통령', '새끼', '재택근무', '하', '는데', '나머지', '노동자', '밤새', '지하철', '치우', '고', '출근', '심지어', '시발', '지하철', '다시', '운행', '가능', '하', '게', '했', '어']","[61, 437, 2, 34, 6, 17, 187, 11, 22, 500, 11, 75, 186, 2633, 1, 13, 2634, 217, 371, 135, 1536, 3, 129, 1963, 642, 135, 294, 384, 387, 1, 18, 7, 11]"
35,남부 지방 가뭄 폭염 시달리는데 퇴근길 피해 없도록 안전 안전 조심 즐퇴 하세요,0,"['남부', '지방', '가뭄', '폭염', '시달리', '는데', '퇴근길', '피해', '없', '도록', '안전', '안전', '조심', '즐', '퇴', '하', '세요']","[121, 76, 145, 27, 303, 13, 288, 17, 15, 259, 106, 106, 83, 364, 283, 1, 43]"
36,추억 건가 세상 장난꾸러기 황금돼지 다이어트 동초 광고 제작 미세먼지 좋음 엄마 생각 간만 업뎃 볼수록 빠져드는 미쳤다,1,"['추억', '건가', '세상', '장난꾸러기', '황금', '돼지', '다이어트', '동초', '광고', '제작', '미세', '먼지', '좋', '음', '엄마', '생각', '간', '만', '업', '뎃', '볼수록', '빠져드', '는', '미쳤', '다']","[1418, 648, 554, 1872, 1873, 563, 1874, 1875, 738, 487, 1876, 1877, 50, 41, 951, 49, 952, 138, 1667, 1878, 1879, 1880, 2, 1881, 10]"
37,지내셨다니 다행 조금 그랬나 봐요,0,"['지내', '셨', '다니', '다행', '조금', '그랬', '나', '봐요']","[1882, 93, 295, 51, 466, 2061, 28, 304]"
38,휴닝 카이 생일 기념 드림 이벵 관부 추첨 레이서 카이 홀로그램 포카 스티커 보내 드립니다 카이 늦은 카이,0,"['휴', '닝', '카이', '생일', '기념', '드림', '이', '벵', '관부', '추첨', '레이서', '카이', '홀로그램', '포카', '스티커', '보내', '드립니다', '카', '이', '늦', '은', '카이']","[72, 73, 79, 305, 821, 1042, 24, 1237, 2802, 228, 2803, 79, 2804, 360, 2805, 212, 124, 896, 24, 407, 8, 79]"
39,서울 페스 런쥔 폭우 각도 별로 흔들어주고 폴더 인사 날려주는 야웅 천사,0,"['서울', '페스', '런', '쥔', '폭우', '각도', '별로', '흔들', '어', '주', '고', '폴더', '인사', '날려', '주', '는', '야', '웅', '천사']","[22, 249, 282, 776, 5, 1361, 933, 1362, 11, 19, 3, 1363, 953, 1364, 19, 2, 190, 1365, 1238]"
40,당신 초롱초롱 웃는다 일정 황제 폐하 따라서 움직 이번 화합 끝나면 여유 조금 있을지도 모르는데 일정 볼까 후후,1,"['당신', '초롱초롱', '웃', '는다', '일정', '황제', '폐하', '따라서', '움직', '이번', '화합', '끝', '나', '면', '여유', '조금', '있', '을지', '도', '모르', '는데', '일정', '볼까', '후후']","[1668, 3101, 221, 2806, 1603, 3102, 3103, 3104, 1366, 207, 3105, 750, 28, 20, 791, 466, 4, 3106, 21, 897, 13, 1603, 1043, 3107]"
41,얼마나 일이 정작 내려 야하는 농촌 지역 오고 정도 가뭄 정작 내리면 취약 도시 홍수 일어난다는게 괴담 누가 알티 해서 많은 사람,1,"['얼마나', '일', '이', '정작', '내려', '야', '하', '는', '농촌', '지역', '오', '고', '정도', '가뭄', '정작', '내리', '면', '취약', '도시', '홍수', '일어난다는', '게', '괴담', '누가', '알', '티', '해서', '많', '은', '사람']","[251, 227, 24, 235, 595, 190, 1, 2, 1083, 112, 104, 3, 125, 145, 235, 349, 20, 564, 934, 611, 1084, 18, 1085, 777, 184, 408, 62, 71, 8, 42]"
42,비잔티움 제국 다행 니케 로스 포카스 요안네스 치미스케스 탁월한 무장 동시 뛰어난 정치가 였다 불가리아 격파 로마제국 황녀 테오파노 시집 보내 서방 갈등 최소 화하려 노력 했다,1,"['비잔티움', '제국', '다행', '니케', '로스', '포카스', '요안', '네스', '치', '미스', '케스', '탁월', '한', '무장', '동시', '뛰어난', '정치', '가', '였', '다', '불가리아', '격파', '로마', '제국', '황녀', '테오파노', '시집', '보내', '서방', '갈등', '최소', '화', '하', '려', '노력', '했', '다']","[2807, 1964, 51, 2808, 2809, 2810, 2811, 1965, 898, 1966, 2812, 2813, 25, 2814, 1367, 2815, 501, 29, 250, 10, 2816, 2817, 2818, 1964, 2819, 2820, 2192, 212, 2452, 2821, 1086, 183, 1, 913, 1239, 7, 10]"
43,오세훈 서울시장 우면산 산사태 사망 이재명 성남시장 교환 풍구 참사 사망 정말 어휴,-2,"['오세훈', '서울', '시장', '우면산', '산사태', '사망', '이재명', '성남', '시장', '교환', '풍구', '참사', '사망', '정말', '어휴']","[582, 22, 352, 2635, 115, 240, 77, 1883, 352, 1884, 954, 2453, 240, 299, 3108]"
44,지하철 호선 운영 오늘 모두 정상화 반면 민간 운영 하는 호선 일부 구간 운영 되고 상당수 침수 복구 있는 여러분 지금 민영화 결론 보고 계십니다 운영 최대,0,"['지하철', '호선', '운영', '오늘', '모두', '정상', '화', '반면', '민간', '운영', '하', '는', '호선', '일부', '구간', '운영', '되', '고', '상당수', '침수', '복구', '있', '는', '여러분', '지금', '민영화', '결론', '보', '고', '계십니다', '운영', '최대']","[135, 244, 118, 35, 111, 409, 183, 532, 533, 118, 1, 2, 244, 534, 279, 118, 9, 3, 535, 6, 67, 4, 2, 156, 105, 536, 537, 31, 3, 538, 118, 353]"
45,속초 산불 속초시 전날 제주도 여행 떠났다가 당일 비행기 없어 다음 비행기 부랴부랴 올라온 바람직하지 않은 처신 비난 했던 언론 기억 그런데 서울 복판 물난리 기적 대면,-2,"['속초', '산불', '속', '초시', '전날', '제주', '도', '여행', '떠났', '다가', '당일', '비행기', '없', '어', '다음', '비행기', '부랴부랴', '올라온', '바람직', '하', '지', '않', '은', '처신', '비난', '했', '던', '언론', '기억', '그런데', '서울', '복판', '물난리', '기적', '대', '면']","[160, 23, 161, 162, 154, 143, 21, 139, 163, 101, 150, 56, 15, 11, 44, 56, 149, 164, 165, 1, 14, 46, 8, 166, 122, 7, 16, 102, 116, 158, 22, 123, 60, 167, 109, 20]"
46,우리 강아지 애기 자꾸 내밀어서 충치 구강 구조 문제 있으면 밀고 있는대서 덜덜 떨면서 병원 갔는데 그냥 길대 길어서 가끔 아니고 자주 넣는거래 애기 꾸준히,0,"['우리', '강아지', '애기', '자꾸', '내밀', '어서', '충치', '구강', '구조', '문제', '있', '으면', '밀', '고', '있', '는대서', '덜덜', '떨', '면서', '병원', '갔', '는데', '그냥', '길', '대', '길', '어서', '가끔', '아니', '고', '자주', '넣', '는', '거래', '애기', '꾸준히']","[84, 1869, 1533, 1803, 2624, 113, 2625, 2626, 147, 201, 4, 114, 484, 3, 4, 2627, 2628, 853, 98, 436, 308, 13, 359, 214, 109, 214, 113, 1735, 53, 3, 1142, 542, 2, 2443, 1533, 2629]"
47,오늘 아침 뉴스 보는데 날씨 캐스터 이제 호우 남부 지방 내려갈 예정 다행 입니다 빡쳤어요 서울 물난리 아래 내려오는게 다행,-2,"['오늘', '아침', '뉴스', '보', '는데', '날씨', '캐스터', '이제', '호우', '남부', '지방', '내려갈', '예정', '다행', '입니다', '빡', '쳤', '어요', '서울', '물난리', '아래', '내려오', '는', '게', '다행']","[35, 627, 32, 31, 13, 159, 778, 131, 59, 121, 76, 822, 238, 51, 127, 433, 751, 82, 22, 60, 146, 823, 2, 18, 51]"
48,알티 부탁드립니다 생후 추정 새끼 고양이 입니다 이틀 폭우 이후 구조 했고 구조 당시 딱지 다리 절뚝거린채 도로 주변 나와 있었습니다 어미 나타나지 않는 확인 하였고 동물병원 데려,-3,"['알티', '부탁', '드립니다', '생후', '추정', '새끼', '고양이', '입니다', '이틀', '폭우', '이후', '구조', '했', '고', '구조', '당시', '딱지', '다리', '절뚝', '거린', '채', '도로', '주변', '나와', '있', '었', '습니다', '어미', '나타나', '지', '않', '는', '확인', '하', '였', '고', '동물', '병원', '데려']","[969, 284, 124, 1967, 1179, 186, 300, 127, 1209, 5, 450, 147, 7, 3, 147, 669, 1738, 1968, 1969, 1970, 1971, 136, 345, 1210, 4, 12, 39, 1240, 1972, 14, 46, 2, 473, 1, 250, 3, 649, 436, 1669]"
49,터칭 더보 이드 커튼 오늘 빛났던 우리 배우 모든 배우 들의 열연 나도 모르게 몰입 모든 배우 덕분 행복했어요 선호 연극 터칭 더보 이드 후기 부드러운 여름날 터칭 더보 이드,1,"['터', '칭', '더보', '이드', '커튼', '오늘', '빛났', '던', '우리', '배우', '모든', '배우', '들', '의', '열연', '나', '도', '모르', '게', '몰입', '모든', '배우', '덕분', '행복', '했어요', '선호', '연극', '터', '칭', '더보', '이드', '후기', '부드러운', '여름날', '터', '칭', '더보', '이드']","[877, 1180, 1149, 991, 1495, 35, 2329, 16, 84, 752, 480, 752, 468, 460, 2330, 28, 21, 897, 18, 2331, 480, 752, 45, 315, 2332, 1885, 2333, 877, 1180, 1149, 991, 1604, 2334, 2335, 877, 1180, 1149, 991]"
50,우영 생각 하면 어떤 사물 떠오르나요 아래 링크 접속 설문 참여 해주세요 사연 채택 우영 폴라로이드 사진 선물 드립니,0,"['우영', '생각', '하', '면', '어떤', '사물', '떠오르', '나요', '아래', '링크', '접속', '설문', '참여', '해', '주', '세요', '사연', '채택', '우영', '폴라로이드', '사진', '선물', '드립', '니']","[194, 49, 1, 20, 204, 393, 394, 208, 146, 260, 390, 376, 54, 26, 19, 43, 395, 396, 194, 397, 48, 261, 377, 64]"
51,민주 당원 이재명 대한 강력한 불신임 넘는 당원 투표 거부 하고 있다 매우 심각한 상황 민주당 경선 끝난 다해 유증 계속 이어진다면 차기 총선 민주당 완패 보듯 뻔한 일이 친문,-2,"['민주', '당원', '이재명', '대한', '강력', '한', '불신임', '넘', '는', '당원', '투표', '거부', '하', '고', '있', '다', '매우', '심각', '한', '상황', '민주당', '경선', '끝', '난', '다', '해', '유증', '계속', '이어진다면', '차기', '총선', '민주당', '완패', '보', '듯', '뻔한', '일', '이', '친문']","[2636, 1807, 77, 680, 2062, 25, 2637, 206, 2, 1807, 1537, 2638, 1, 3, 4, 10, 1113, 1808, 25, 40, 434, 1739, 750, 2454, 10, 26, 2639, 276, 2640, 2641, 2642, 434, 2643, 31, 1150, 2644, 227, 24, 2645]"
